3 1.95782961333333e-05 1.68681579295427e-08 5.17436613333333e-05 1.55121097957692e-07 8.8222212e-06 1.35783874836448e-08 8.08612388e-05 2.25659512676952e-08 
4 1.94043462666667e-05 1.86139541501531e-08 5.13567226666667e-05 1.1000464768545e-07 8.81453593333333e-06 1.56267714619494e-08 8.06561485333333e-05 2.27356523741029e-08 
5 1.92825841333333e-05 1.80618123967672e-08 5.12147606666667e-05 1.26326012627645e-07 8.8246682e-06 1.76050061532507e-08 8.05204372e-05 1.91809913945047e-08 
6 1.92010987333333e-05 1.5326947090142e-08 5.10199053333333e-05 1.21590060167762e-07 8.8168992e-06 1.34891763757465e-08 8.04370059333333e-05 1.52606877329961e-08 
7 1.9140071e-05 1.07019917370553e-08 5.09875666666667e-05 1.27372700497399e-07 8.81958966666667e-06 1.69693226411664e-08 8.03750972e-05 9.90617764710497e-09 
8 1.90996843333333e-05 1.14235430790976e-08 5.08748526666667e-05 7.88507770564137e-08 8.82771406666667e-06 1.49451462489999e-08 8.03350580666667e-05 1.0523873230141e-08 
9 1.90573564666667e-05 1.51488176679237e-08 5.0780066e-05 1.03086321092569e-07 8.82210526666667e-06 1.76669752596192e-08 8.02952876e-05 1.42919501749782e-08 
10 1.90321655333333e-05 1.02435321513626e-08 5.07587338e-05 8.51848863878802e-08 8.83678446666667e-06 1.91423298042846e-08 8.02703444e-05 9.97951046414524e-09 
11 1.90049063333333e-05 1.17547542611489e-08 5.073689e-05 9.93059747145144e-08 8.82912393333333e-06 2.256643402853e-08 8.0245526e-05 1.0494095342617e-08 
12 1.89821458666667e-05 1.5038113635559e-08 5.07141377333333e-05 1.20160674114221e-07 8.83234766666666e-06 2.92098948152848e-08 8.0224562e-05 1.47571306296292e-08 
13 1.89674794e-05 1.39391694653575e-08 5.06934656e-05 8.75643669923105e-08 8.82615386666667e-06 2.16632095206597e-08 8.02116456666667e-05 1.34279340927769e-08 
14 1.89478668e-05 1.01387593992567e-08 5.06603622e-05 6.17868583204871e-08 8.83151206666667e-06 3.52987961727309e-08 8.01936985333333e-05 1.01309430013208e-08 
15 1.89401610666667e-05 1.01060372957947e-08 5.06980236666667e-05 1.01883936197518e-07 8.8377874e-06 4.60700709533209e-08 8.01862266e-05 1.00339275193769e-08 
16 1.89249116e-05 1.46539615566584e-08 5.06179397333333e-05 1.03551054438785e-07 8.82860553333333e-06 3.17863960576847e-08 8.01734020666667e-05 1.37240324214144e-08 
17 1.89128733333333e-05 1.12447420486196e-08 5.06446739333333e-05 6.81720913788327e-08 8.82806686666667e-06 3.83467127594529e-08 8.01625182666667e-05 9.75210313747416e-09 
18 1.89078782e-05 1.03429617651819e-08 5.05958965333333e-05 8.67091644065142e-08 8.82432546666667e-06 3.11957117905008e-08 8.01585075333333e-05 8.77810155307328e-09 
19 1.89007784e-05 1.23171936984037e-08 5.06413837333333e-05 8.21361040421562e-08 8.82190293333333e-06 3.43192766290898e-08 8.01522926666667e-05 1.18180514815266e-08 
20 1.88914298666667e-05 8.51108107328347e-09 5.05736918666667e-05 9.55391676159891e-08 8.81254353333333e-06 2.84085499931976e-08 8.01446102e-05 7.85192647418272e-09 
